SUBSTÂNCIA,PF 0%,PMC 0%,Est. Med. Margem Lucro %
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,52.5925,72.705,38.24214479250843
DICLORIDRATO DE SAPROPTERINA,2866.57,3845.4,34.146384005972294
DICLORIDRATO DE TRIFLUOPERAZINA,7.465,10.32,38.24514400535834
DICLORIDRATO DE TRIMETAZIDINA,69.338,95.85499999999999,38.24309902218119
DIDROGESTERONA,30.21,40.525000000000006,34.14432307183053
DIENOGESTE,107.81142857142856,144.625,34.14626066677269
DIENOGESTE;VALERATO DE ESTRADIOL,36.16,48.51,34.153761061946916
DIETILESTILBESTROL,29.59,40.91,38.256167624197346
DIFOSFATO DE CLOROQUINA,76.13333333333334,103.92333333333333,36.5017513134851
DIGOXINA,7.203333333333333,9.959999999999999,38.269319759370646
DIMALEATO DE AFATINIBE,3621.3100000000004,4857.860000000001,34.146482902596034
DIMENIDRINATO,169.8375,227.83,34.145874733200856
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,20.05666666666667,26.905,34.144922718962924
DIMESILATO DE LISDEXANFETAMINA,272.05,364.9433333333333,34.14568400416589
DIMETICONA,14.705,19.725,34.138048282896996
DIMETICONA;HIDROXIDO DE MAGNESIO;HIDROXIDO DE ALUMÍNIO,23.14,31.04,34.14001728608469
DIMETICONA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO,9.22,12.37,34.16485900216919
DIMETILSULFÓXIDO DE TRAMETINIBE,10463.845,14036.875,34.14643469967302
DINITRATO DE ISOSSORBIDA,6.654999999999999,9.2,38.241923365890315
DIOSMINA,48.93,65.64,34.150827713059485
DIOSMINA;FLAVONÓIDES EXPRESSOS EM HESPERIDINA,80.03,107.35666666666667,34.14552876004833
DIPIRONA,27.785961538461535,37.27384615384615,34.14632458283444
DIPIRONA  MAGNÉSICA,94.07000000000001,126.195,34.150100988625475
DIPIRONA MONOIDRATADA,56.48981818181818,75.77909090909091,34.146459217107505
DIPIRONA MONOIDRATADA;CAFEÍNA,39.515,53.01,34.15158800455522
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA,38.14,51.160000000000004,34.137388568432094
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,30.847692307692306,41.38076923076923,34.145429155653105
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO,36.40333333333333,48.833333333333336,34.145224796264095
DIPIRONA MONOIDRATADA;CAFEÍNA;MALEATO DE CLORFENAMINA;MALEATO DE CLORFENIRAMINA,8.08,10.84,34.158415841584166
DIPIRONA MONOIDRATADA;CLORIDRATO DE PROMETAZINA;CLORIDRATO DE ADIFENINA,18.38,24.66,34.16757344940153
DIPIRONA MONOIDRATADA;DIPIRONA,7.94,10.65,34.13098236775818
DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA,41.215,55.29,34.150188038335536
DIPROPIONATO DE BECLOMETASONA,40.815555555555555,56.42444444444445,38.2425001361137
DIPROPIONATO DE BECLOMETASONA;FUMARATO DE FORMOTEROL DI-HIDRATADO,99.7,137.83,38.24473420260783
DIPROPIONATO DE BETAMETASONA,35.19,47.205,34.143222506393855
DIPROPIONATO DE BETAMETASONA;ÁCIDO ACETILSALICÍLICO,14.05,18.85,34.16370106761566
DITOSILATO DE LAPATINIBE,4296.02,5939.0,38.24423536203274
DIVALPROATO DE SÓDIO,56.5345,78.1565,38.245672996135085
DOBESILATO DE CÁLCIO,74.06,99.35,34.14798811774236
DOCUSATO DE SÓDIO;BISACODIL,8.45,11.34,34.201183431952664
DOLUTEGRAVIR SÓDICO,1819.46,2440.74,34.146395084255744
DOMPERIDONA,21.883823529411764,29.355882352941176,34.14421073852565
DOXICICLINA MONOIDRATADA,35.3475,48.865,38.241742697503376
DROPROPIZINA,10.883571428571429,14.6,34.14714182581873
DROSPIRENONA;CLATRATO DE ETINILESTRADIOL BETACICLODEXTRINA,59.07,81.65666666666665,38.237119801365594
DULAGLUTIDA,258.08500000000004,346.21,34.14572718290483
DUPILUMABE,6424.72,8618.53,34.146390815475236
DUTASTERIDA,189.25799999999998,261.63800000000003,38.24409007809449
DUTASTERIDA;CLORIDRATO DE TANSULOSINA,135.26799999999997,181.454,34.144069550817676
EBASTINA,58.07666666666666,77.90666666666665,34.14452160936692
ECHINACEA PURPUREA (L.) MOENCH,40.84,54.79,34.157688540646404
EDOXABANA,119.17999999999999,159.87333333333336,34.14443139229179
EFAVIRENZ,313.46,433.34,38.24411408154151
ELBASVIR;GRAZOPREVIR MONOIDRATADO,48825.92,65498.23,34.1464328782745
ELTROMBOPAGUE OLAMINA,2557.86,3431.2799999999997,34.146513100795175
EMBONATO DE PIRVÍNIO,18.448,25.342000000000002,37.36990459670426
EMICIZUMABE,32870.942500000005,44095.2,34.14644256093353
EMPAGLIFLOZINA,104.285,139.89499999999998,34.14680922472071
EMPAGLIFLOZINA;LINAGLIPTINA,189.52666666666667,254.24333333333334,34.14647015371628
ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA,9.254545454545454,12.792727272727273,38.231827111984295
ENANTATO DE NORETISTERONA;VALERATO DE ESTRADIOL,17.9875,24.8675,38.24878387769284
ENFUVIRTIDA,5328.52,7366.37,38.24420289311101
ENOXAPARINA SÓDICA,235.77794871794873,325.9497435897436,38.24437160561762
ENTACAPONA,142.09,196.43,38.24336688014638
ENTECAVIR,857.98,1186.11,38.244481223338525
ENZALUTAMIDA,9856.35,13221.94,34.14641322599137
EPINEFRINA;BENZENO;MENTOL;BENZOCAÍNA,22.12,29.67,34.13200723327306
EPINEFRINA;CLORIDRATO DE ARTICAÍNA,111.33,153.91,38.24665409143986
EPINEFRINA;CLORIDRATO DE LIDOCAINA,68.68,94.95,38.24985439720441
EPINEFRINA;CLORIDRATO DE MEPIVACAÍNA,89.62,123.89,38.23923231421558
ERDAFITINIBE,33742.954000000005,45264.972,34.14644135780167
ERENUMABE,1788.58,2399.32,34.146641469769335
ERGOTAMINA;CAFEÍNA ANIDRA;DIPIRONA,10.96,14.7,34.12408759124086
ERITROPOIETINA,1205.94,1667.14,38.244025407565886
ERLOTINIBE,5876.166666666667,8123.453333333334,38.244093371529054
ESILATO DE NINTEDANIBE,10986.475,14737.965,34.146439144493556
ESOMEPRAZOL MAGNÉSICO,108.7768085106383,150.37744680851063,38.24403277450801
ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO,352.77,487.67999999999995,38.24304787822093
ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO;AMOXICILINA TRIHIDRATADA;ESOMEPRAZOL MAGNÉSICO DI-HIDRATADO;CLARITROMICINA;AMOXICILINA TRI-HIDRATADA,177.55,238.18,34.14812728808785
ESOMEPRAZOL SÓDICO,195.86999999999998,270.77599999999995,38.24271200285902
ESOMEPRAZOL;CLARITROMICINA;AMOXICILINA TRI-HIDRATADA,266.32,357.26,34.14689095824572
ESPIRAMICINA,49.69,68.69,38.23706983296438
ESPIRONOLACTONA,20.698235294117648,28.613529411764706,38.24139597010259
ESPIRONOLACTONA;FUROSEMIDA,40.91,56.56,38.25470545098999
ESPIRONOLACTONA;HIDROCLOROTIAZIDA,28.79,39.8,38.24244529350469
ESTAZOLAM,14.29,19.76,38.2785164450665
ESTRADIOL,34.93,48.29,38.24792442026912
ESTRADIOL HEMI-HIDRATADO,68.34,94.476,38.24407374890253
ESTRADIOL HEMI-HIDRATADO;ACETATO DE NOMEGESTROL,29.6,39.71,34.1554054054054
ESTRADIOL HEMI-HIDRATADO;ACETATO DE NORETISTERONA,46.38,64.12,38.24924536438119
ESTRADIOL HEMI-HIDRATADO;DIDROGESTERONA,46.51,64.3,38.249838744356055
ESTRADIOL HEMI-HIDRATADO;DROSPIRENONA,67.88,93.84,38.243959929286994
ESTRADIOL;ACETATO DE NORETISTERONA,53.394999999999996,73.815,38.24328120610545
ESTRIOL,26.964,37.274,38.23616674083965
ESTROGÊNIOS CONJUGADOS,24.53,33.913333333333334,38.25247995651581
ESZOPICLONA,43.6,58.49,34.151376146788984
ETABONATO DE LOTEPREDNOL,43.45,60.07,38.25086306098964
ETABONATO DE LOTEPREDNOL;TOBRAMICINA,27.04,36.27,34.134615384615394
ETANERCEPTE,4277.767142857143,5913.762857142857,38.24415073684968
ETANOLATO DE DARUNAVIR,1142.09,1578.87,38.24392123212708
ETINILESTRADIOL,43.58571428571429,60.255714285714284,38.24647656506062
ETINILESTRADIOL;ACETATO DE NORETISTERONA,7.03,9.72,38.26458036984353
ETINILESTRADIOL;DROSPIRENONA,66.0656,91.331,38.2428979680802
ETODOLACO,20.526666666666667,28.377499999999998,38.24699577784993
ETONOGESTREL,562.24,777.26,38.243454752418884
ETONOGESTREL;ETINILESTRADIOL,57.27,79.17,38.239916186485054
ETORICOXIBE,51.574444444444445,71.29777777777778,38.24245427321886
ETOSSUXIMIDA,39.32,54.36,38.25025432349949
ETRAVIRINA,1776.79,2456.31,38.244249461106826
EUCALIPTO;MENTOL;CÂNFORA,37.37,50.13,34.145036125234164
EUCALIPTUS GLOBULUS  LABILL,25.8,34.61,34.14728682170542
EVEROLIMO,4682.798,6473.692999999999,38.24412242424293
EVOLOCUMABE,1351.7549999999999,1813.33,34.1463504851101
EXEMESTANO,537.085,742.49,38.24441196458661
EXTRATO DA SEMENTE DE GLYCINE SOJA (SOJA),64.89,87.05,34.15010016951765
EXTRATO DE GINKGO BILOBA,87.60400000000001,117.516,34.144559609150264
EXTRATO DE HEDERA HELIX (HERA),27.33,36.66,34.1383095499451
EXTRATO DE SYMPHYTUM OFFICINALE,30.11,40.39,34.14148123546994
EXTRATO FLUIDO DE CASCA DE LARANJA AMARGA;SALICILATO DE SÓDIO;TINTURA AGONIADA PLUMÉRIA;EXTRATO FLUIDO DE PASSIFLORA ALATA,10.14,13.6,34.12228796844181
EXTRATO SECO DE AESCULUS HIPPOCASTANUM L.,36.480000000000004,48.935,34.14199561403508
EXTRATO SECO DE HYPERICUM PERFORATUM L,44.879999999999995,60.205,34.14661319073085
EXTRATO SECO DE PASSIFLORA,14.56,19.53,34.134615384615394
EXTRATO SECO DE VALERIANA OFFICINALIS L.,111.02999999999999,148.94333333333336,34.14692725689756
EXTRATOS ALERGÊNICOS DE INSETOS SUGADORES,59.61,79.96,34.138567354470716
EZETIMIBA,83.02684210526316,114.78000000000002,38.244448529644835
FAMOTIDINA,47.96,66.3025,38.245412844036686
FAMPRIDINA,770.06,1033.01,34.146689868321964
FANCICLOVIR,193.07000000000002,266.90500000000003,38.24260630859273
FATOR DE VON WILLEBRAND,2618.5400000000004,3512.6800000000003,34.14650912340464
FATOR IX DE COAGULAÇÃO,715.86,989.635,38.244209761685234
FATOR VIII DE COAGULAÇÃO,1134.5566666666666,1568.4566666666667,38.244013079998965
FELODIPINO;CANDESARTANA CILEXETILA,85.38,118.03,38.24080580932303
FELODIPINO;SUCCINATO DE METOPROLOL,44.92,62.1,38.24577025823685
FENDIZOATO DE CLOPERASTINA,23.3125,31.2725,34.144772117962475
FENILALANINA;CLORIDRATO DE HISTIDINA;HIDRÓXIDO DE SÓDIO;ACETATO DE POTÁSSIO;TREONINA;ISOLEUCINA;ION CITRATO;ÁCIDO ASPÁRTICO;CLORETO DE SÓDIO;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;LEVOMETIONINA;ALANINA;ACETATO DE MAGNÉSIO;ARGININA,3176.54,4391.38,38.24412725795992
FENILALANINA;GLICOSE ANIDRA;CLORIDRATO DE HISTIDINA MONOIDRATADO;HIDRÓXIDO DE SÓDIO;ACETATO DE POTÁSSIO;TREONINA;ISOLEUCINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;TRIGLICERÍDEOS DE CADEIA MÉDIA;CLORETO DE SÓDIO;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;ACETATO DE SÓDIO TRIHIDRATADO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO;ACETATO DE MAGNÉSIO TETRAIDRATADO;LEUCINA;METIONINA;FOSFATO DE SÓDIO MONOBÁSICO DIIDRATADO;GLICINA;ALANINA;ARGININA;ACETATO DE ZINCO DI-HIDRATADO,2138.73,2956.67,38.24419164644439
FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ACETATO DE MAGNÉSIO;ARGININA;CLORETO DE SÓDIO,2606.06,3602.73,38.244322847516955
FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ARGININA;CLORETO DE SÓDIO,3029.08,4187.53,38.244285393584846
FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;GLICOSE;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ARGININA;CLORETO DE SÓDIO,3208.12,4435.04,38.24420532897772
FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;HIDRÓXIDO DE SÓDIO;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ACETATO DE MAGNÉSIO;ARGININA;CLORETO DE SÓDIO,2089.72,2888.92,38.244358095821475
FENILBUTAZONA CÁLCICA,7.42,10.26,38.274932614555254
FENITOÍNA,6.76,9.345,38.23964497041421
FENITOÍNA SÓDICA,189.12,261.45,38.2455583756345
FENOBARBITAL,5.488571428571428,7.587142857142857,38.23529411764706
FENOFIBRATO,88.38272727272728,122.18272727272728,38.2427664804929
FENOFIBRATOS MICROGRÂNULOS A 75%,101.28999999999999,140.025,38.24168229835128
FENOXIMETILPENICILINA POTÁSSICA,39.31,54.3425,38.240905621979124
FENTANILA,453.41,626.81,38.24353234379478
FEREDEDATO DE SÓDIO;CITRATO DE CÁLCIO;COLECALCIFEROL CRISTALIZADO;FLUORETO DE SÓDIO;CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL,20.77,27.86,34.13577274915745
FERRIPOLIMALTOSE,26.595714285714283,35.67857142857143,34.151581887522184
FERRIPOLIMALTOSE;ÁCIDO FÓLICO,30.580000000000002,41.02,34.13996075866579
FILGRASTIM,1065.6466666666668,1473.1933333333334,38.24407089279123
FINASTERIDA,69.87272727272727,95.30757575757576,36.40168271315814
FITOMENADIONA,11.97,16.55,38.262322472848794
FLUCONAZOL,32.80702127659575,45.35340425531915,38.242981198887094
FLUMAZENIL,580.61,802.66,38.24426034687656
FLUNARIZINA;MESILATO DE DIIDROERGOCRISTINA,46.21,63.88,38.23847652023371
FLUNITRAZEPAM,12.932500000000001,17.877499999999998,38.23699980668855
FLUOCINOLONA ACETONIDA,111.49000000000001,149.56,34.146560229616995
FLUORURACILA,9.556666666666667,13.213333333333333,38.26299267527031
FLUOXETINA,55.58,76.84,38.251169485426416
FLURANDRENOLIDA,35.155,47.1575,34.14165837007537
FLURANDRENOLIDA;SULFATO DE NEOMICINA,21.75,29.174999999999997,34.13793103448275
FLURBIPROFENO,14.35,19.24857142857143,34.136386261821826
FLUTAMIDA,98.45,136.1,38.242762823768395
FONDAPARINUX SÓDICO,58.105,80.33,38.24972033387832
FOSFATO DE CLINDAMICINA,740.84,1024.17,38.2444252470169
FOSFATO DE CODEÍNA,40.72,56.29333333333333,38.24492468893255
FOSFATO DE CÁLCIO DIBÁSICO DI-HIDRATADO;LACTATO DE CÁLCIO;SULFATO DE ZINCO MONOIDRATADO;COLECALCIFEROL;CIANOCOBALAMINA,17.81,23.89,34.138124649073575
FOSFATO DE CÁLCIO TRIBÁSICO;CALCIFEROL;CIANOCOBALAMINA;FLUORETO DE SÓDIO,17.74,23.8,34.16009019165729
FOSFATO DE CÁLCIO TRIBÁSICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO,17.28,23.34,35.06944444444444
FOSFATO DE CÁLCIO TRIBÁSICO;COLECALCIFEROL,41.0375,55.052499999999995,34.15169052695703
FOSFATO DE OSELTAMIVIR,706.7624999999999,951.86,34.67890557294708
FOSFATO DE RUXOLITINIBE,18636.339999999997,24999.985,34.14643111254681
FOSFATO DE SITAGLIPTINA MONOIDRATADO,101.8,140.73333333333332,38.24492468893255
FOSFATO DE SITAGLIPTINA MONOIDRATADO;CLORIDRATO DE METFORMINA,141.98666666666665,196.28666666666666,38.2430275143206
FOSFATO DE SÓDIO MONOBÁSICO MONOIDRATADO;FOSFATO DE SÓDIO DIBÁSICO HEPTAIDRATADO,53.205,71.37,34.14152805187485
FOSFATO DE TEDIZOLIDA,2609.38,3500.3900000000003,34.1464255876875
FOSFATO DISSÓDICO DE BETAMETASONA,21.65,29.04,34.13394919168591
FOSFATO DISSÓDICO DE BETAMETASONA;ACETATO DE BETAMETASONA,171.04,236.45,38.242516370439674
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA,26.996666666666666,37.32416666666667,38.254722805284615
FOSFATO DISSÓDICO DE DEXAMETASONA,158.25,218.77200000000002,38.2445497630332
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE MOXIFLOXACINO,24.88,34.4,38.2636655948553
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,17.43,23.38,34.13654618473896
FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA,6.69,9.246666666666668,38.21624314897858
FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA;CLORIDRATO DE FENILEFRINA,20.61,27.65,34.158175642891784
FOSFATO SÓDICO DE PREDNISOLONA,61.56783783783784,85.11324324324325,38.243027905935435
FOSFOMICINA TROMETAMOL,51.737500000000004,71.525,38.24595312877506
FOTEMUSTINA,3670.57,5074.35,38.2441964054629
FREMANEZUMABE,1837.87,2465.44,34.14659361108241
FRUTOSE;DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA;GLICOSE,210.43,282.28,34.14437104975525
FRUTOSE;NICOTINAMIDA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA,12.13,16.27,34.13025556471556
FUMARATO DE CETOTIFENO,26.860000000000003,37.132,38.24274013402827
FUMARATO DE CLEMASTINA;ACETATO DE DEXAMETASONA,25.29,33.93,34.16370106761566
FUMARATO DE CLEMASTINA;DEXAMETASONA,26.57,35.64,34.13624388407979
FUMARATO DE DIMETILA,2786.705,3738.27,34.14659965801907
FUMARATO DE FORMOTEROL,42.404,58.622,38.24639184982548
FUMARATO DE FORMOTEROL DI-HIDRATADO;BUDESONIDA,78.68,108.77076923076923,38.24449571780533
FUMARATO DE FORMOTEROL DIIDRATADO;BUDESONIDA,69.875,96.595,38.2397137745975
FUMARATO DE FORMOTEROL DIIDRATADO;DIPROPIONATO DE BECLOMETASONA,120.2,166.17,38.24459234608983
FUMARATO DE FORMOTEROL;BUDESONIDA,91.58,126.60333333333334,38.243430152143866
FUMARATO DE FORMOTEROL;DIPROPIONATO DE BECLOMETASONA,99.7,137.83,38.24473420260783
FUMARATO DE RUPATADINA,45.95,61.64,34.14581066376496
FUMARATO DE TENOFOVIR DESOPROXILA,842.88,1165.23,38.243878132118446
FUMARATO DE TENOFOVIR DESOPROXILA;ENTRICITABINA,1324.3133333333333,1776.5199999999998,34.14650107980486
FUMARATO DE TENOFOVIR DESOPROXILA;LAMIVUDINA,14387.88,19878.7,38.16281481357922
FUMARATO DE VONOPRAZANA,325.4525,436.58,34.14553583088163
FUROATO DE FLUTICASONA,36.17,48.52,34.14431849599116
FUROATO DE FLUTICASONA;TRIFENATATO DE VILANTEROL,105.88333333333333,142.04,34.14764678104834
FUROATO DE MOMETASONA,33.953913043478266,46.869565217391305,38.03877378543805
FUROATO DE MOMETASONA MONOIDRATADO,38.9375,53.8275,38.24077046548957
FUROSEMIDA,14.42,19.935384615384613,38.2481596073829
FUROSEMIDA;CLORETO DE POTÁSSIO,34.06,45.69,34.14562536699939
GABAPENTINA,85.7623076923077,118.56192307692308,38.244791059368
GADODIAMIDA,261.21000000000004,361.1066666666666,38.24381404489361
GADOTERIDOL,184.62,255.2266666666667,38.24432166973604
GADOVERSETAMIDA,4345.53,6007.4400000000005,38.2441267233226
GALCANEZUMABE,3170.445,4253.035,34.14631069140135
GALSULFASE,6113.45,8200.98,34.14651301638192
GANCICLOVIR,1194.27,1651.01,38.24428311855779
GANGLIOSÍDEO GM1,187.44,251.44,34.144259496372165
GATIFLOXACINO,31.95,44.169999999999995,38.24726134585288
GATIFLOXACINO SESQUI-HIDRATADO;ACETATO DE PREDNISOLONA,33.65,46.52,38.24665676077268
GEFITINIBE,3959.14,5473.28,38.24416413665595
GENFIBROZILA,54.34166666666667,75.12333333333333,38.242600828093856
GESTODENO;ETINILESTRADIOL,37.48162790697675,51.81697674418605,38.24633463836547
GINKGO BILOBA L.,61.516666666666666,82.562,34.210782985640755
GLIBENCLAMIDA,7.9673333333333325,11.015333333333333,38.256212869215965
GLIBENCLAMIDA;CLORIDRATO DE METFORMINA,24.195,33.45,38.25170489770615
GLICEROFOSFATO DE CÁLCIO;ERGOCALCIFEROL;FOSFATO DE CÁLCIO TRIBÁSICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO,22.87,30.68,34.149540883253174
GLICINATO DE ALUMÍNIO;ÁCIDO ACETILSALICÍLICO;CARBONATO DE MAGNÉSIO,19.488,26.139999999999997,34.13382594417076
GLICINATO DE MAGNÉSIO;CLORIDRATO DE PIRIDOXINA,82.88,111.17999999999999,34.1457528957529
GLICINATO FÉRRICO,9.94,13.33,34.10462776659961
GLICLAZIDA,39.44444444444444,54.529629629629625,38.24413145539904
GLICLAZIDA;CLORIDRATO DE METFORMINA,41.925,56.239999999999995,34.144305307096005
GLICONATO DE ZINCO;ÁCIDO ASCÓRBICO,44.34,59.48,34.145241317095156
GLICOSE,125.53000000000002,173.53666666666666,38.24318224063303
GLICOSE;CITRATO DE POTÁSSIO;CLORETO DE SÓDIO,11.37,15.25,34.12489006156554
GLICOSE;CLORETO DE SÓDIO,74.685,103.245,38.24061056437036
GLIMEPIRIDA,38.40854166666667,53.09729166666667,38.24344628202277
GLUCAGON,119.23,164.83,38.24540803489056
GLUTAMINA;CLORIDRATO DE HIDROXOCOBALAMINA;CLORIDRATO DE ARGININA;FOSFATO DE LEVOTREONINA;DEXFOSFOSSERINA;TRIPTOFANO,77.62,104.12,34.1406853903633
GLYCINE MAX,83.21,111.62,34.1425309457998
GLYCINE MAX (L.) MERR.,64.42625,86.4775,34.22712015676841
GOLIMUMABE,3550.07,4907.76,38.24403462466937
GONADOTROFINA CORIÔNICA,75.38,104.21,38.24621915627486
GUAIFENESINA,16.290769230769232,21.853076923076927,34.143922938898875
GUAIFENESINA;SULFATO DE PSEUDOEFEDRINA;MALEATO DE DEXCLORFENIRAMINA,18.6,24.95,34.13978494623655
GUSELCUMABE,9867.34,13236.69,34.146487300528825
HALOPERIDOL,6.452500000000001,8.9225,38.27973653622625
HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,84.412,113.23599999999999,34.14680377197552
HEDERA HELIX (HERA),28.635714285714283,38.41428571428571,34.148166625093545
HEDERA HELIX L.,21.41142857142857,28.72285714285714,34.14731785428342
HEMAGLUTININA FILAMENTOSA;POLISSACARIDEO DE HAEMOPHILUS INFLUENZAE TIPO B;POLIOVÍRUS TIPO 1 (MAHONEY);POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO COM PROTEÍNA TETÂNICA;TOXÓIDE TETÂNICO;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;TOXÓIDE DIFTÉRICO;TOXÓIDE PERTUSSIS,103.58,143.19,38.240973160841854
HEMIFUMARATO DE BISOPROLOL,53.96629629629629,74.60518518518518,38.244034342422225
HEMIFUMARATO DE BISOPROLOL;HIDROCLOROTIAZIDA,62.02,85.74000000000001,38.24572718477912
HEMIFUMARATO DE COBIMETINIBE,15286.48,20506.27,34.14644836482958
HEMIFUMARATO DE GILTERITINIBE,90168.13,120957.34,34.14644398192574
HEMIFUMARATO DE QUETIAPINA,184.26042105263159,254.72947368421052,38.24426983776965
HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA,1573.41,2110.67,34.14621745126827
HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA;ENTRICITABINA;BICTEGRAVIR SÓDICO,2858.23,3834.21,34.14630733006092
HEMITARTARATO DE EPINEFRINA,167.23,231.19,38.24672606589728
HEMITARTARATO DE RIVASTIGMINA,129.85500000000002,179.5175,38.24458049362749
HEMITARTARATO DE ZOLPIDEM,44.54056603773585,61.57396226415094,38.24243322813632
HEPARINA SÓDICA SUÍNA,354.265,489.6075,38.20374578352364
HESPERIDINA;CLORIDRATO DE PIPERIDOLATO;ÁCIDO ASCÓRBICO,13.63,18.28,34.11592076302274
HESPERIDINA;DIOSMINA,71.57742857142857,96.01771428571428,34.145241317095156
HEXACETONIDO DE TRIANCINOLONA,52.02,71.91333333333333,38.241701909521964
HEXAFLUORETO DE ENXOFRE,330.08,442.79,34.14626757149784
HIALURONATO DE SÓDIO,190.26500000000001,262.60833333333335,38.02240734414282
HIALURONIDASE;VALERATO DE BETAMETASONA,73.39,98.45,34.14634146341464
HIDROCLOROTIAZIDA,7.292758620689655,10.080344827586206,38.22402950494113
HIDROCLOROTIAZIDA;CANDESARTANA CILEXETILA,62.92444444444445,86.98888888888888,38.24339595988131
HIDROCLOROTIAZIDA;CLORIDRATO DE PROPRANOLOL,10.23,14.1425,38.24535679374388
HIDROCLOROTIAZIDA;IRBESARTANA,82.58999999999999,114.17333333333333,38.24111070751102
HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA,56.17926829268293,77.6639024390244,38.24299390018886
HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL,36.183846153846154,50.02307692307692,38.24698654308128
HIDROCLOROTIAZIDA;OLMESARTANA MEDOXOMILA,53.09538461538462,73.40230769230769,38.24611729253591
HIDROCLOROTIAZIDA;RAMIPRIL,40.620000000000005,56.155,38.24470704086656
HIDROCLOROTIAZIDA;SUCCINATO DE METOPROLOL,61.26,84.69,38.246816846229194
HIDROCLOROTIAZIDA;TELMISARTANA,123.56625,170.82375000000002,38.244666322721635
HIDROCORTISONA,15.434999999999999,20.705,34.1431810819566
HIDROGENOTARTARATO DE RIVASTIGMINA,248.58833333333334,343.6583333333333,38.24395084242354
HIDROQUINONA,34.55,46.37466666666667,34.22479498311628
